"location","indicator","sex","residence","Unit","Date","Value"
"Rachuonyo","School age children","Female","Rural","Number","2006","65737"
"Rachuonyo","Tertiary age population","Male","Urban","Number","2006","2902"
"Rachuonyo","Tertiary age population","Male","Rural","Number","2006","15238"
"Rachuonyo","Tertiary age population","Female","Urban","Number","2006","3722"
"Rachuonyo","Tertiary age population","Female","Rural","Number","2006","16416"
"Rachuonyo","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","14735.8"
"Rachuonyo","% Attending School","Total","Total","%","2006","56.279265462"
"Suba","Primary School Enrollment","Total","Total","Number","1996","30166"
"Suba","Primary School Enrollment","Total","Total","Number","1997","33941"
"Suba","Primary School Enrollment","Total","Total","Number","1998","37560"
"Suba","Primary School Enrollment","Total","Total","Number","1999","36885"
"Suba","Primary School Enrollment","Total","Total","Number","2000","37102"
"Suba","Primary School Enrollment","Total","Total","Number","2001","37222"
"Suba","Primary School Enrollment","Total","Total","Number","2002","39558"
"Suba","Primary School Enrollment","Total","Total","Number","2003","45771"
"Suba","Primary School Enrollment","Total","Total","Number","2004","47009"
"Suba","Primary School Enrollment","Total","Total","Number","2005","45405"
"Suba","Primary School Enrollment","Total","Total","Number","2006","46050"
"Suba","Primary School Enrollment","Total","Total","Number","2007","55454"
"Suba","Primary School Enrollment","Total","Total","Number","2008","58013"
"Suba","Primary School Enrollment","Total","Total","Number","2009","57071"
"Suba","Primary School Enrollment","Total","Total","Number","2010","64988"
"Suba","Primary School Enrollment","Total","Total","Number","2011","68290"
"Suba","School Net Attendance Ratio, Primary","Male","Total","%","2006","80.740740741"
"Suba","School Net Attendance Ratio, Primary","Female","Total","%","2006","85.575666289"
"Suba","School Net Attendance Ratio, Primary","Total","Total","Number","2006","33535.6"
"Suba","School Net Attendance Ratio, Secondary","Male","Total","%","2006","7.6291322314"
"Suba","School Net Attendance Ratio, Secondary","Female","Total","%","2006","6.8884907192"
"Suba","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","16823.8"
"Suba","Gross Attendance Ratio, Primary","Male","Total","%","2006","141"
"Suba","Gross Attendance Ratio, Primary","Female","Total","%","2006","123"
"Suba","Gross Attendance Ratio, Primary","Total","Total","Number","2006","33535.6"
"Suba","Gross Attendance Ratio, Secondary","Male","Total","%","2006","30"
"Suba","Gross Attendance Ratio, Secondary","Female","Total","%","2006","21"
"Suba","Gross Attendance Ratio, Secondary","Total","Total","Number","2006","16823.8"
"Suba","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","144.35"
"Suba","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","134.96"
"Suba","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","137.74"
"Suba","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","135.13"
"Suba","In school with Primary education as % of primary school age population","Male","Urban","%","2006","112.49"
"Suba","In school with Primary education as % of primary school age population","Male","Rural","%","2006","127.78"
"Suba","In school with Primary education as % of primary school age population","Female","Urban","%","2006","111.07"
"Suba","In school with Primary education as % of primary school age population","Female","Rural","%","2006","120.23"
"Suba","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","67.94"
"Suba","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","60.02"
"Suba","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","45.09"
"Suba","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","37.6"
"Suba","In school with Tertiary education as % of population","Male","Urban","%","2006","5.98"
"Suba","In school with Tertiary education as % of population","Male","Rural","%","2006","4.81"
"Suba","In school with Tertiary education as % of population","Female","Urban","%","2006","4.76"
"Suba","In school with Tertiary education as % of population","Female","Rural","%","2006","2.82"
"Suba","University students as % of population","Male","Urban","%","2006","9.08"
"Suba","University students as % of population","Male","Rural","%","2006","2.5"
"Suba","University students as % of population","Female","Urban","%","2006","2.62"
"Suba","University students as % of population","Female","Rural","%","2006","0.6"
"Suba","Youth Polytechnic students as percent of population","Male","Urban","%","2006","0.57"
"Suba","Youth Polytechnic students as percent of population","Male","Rural","%","2006","1.08"
"Suba","Youth Polytechnic students as percent of population","Female","Urban","%","2006","0.21"
"Suba","Youth Polytechnic students as percent of population","Female","Rural","%","2006","0.34"
"Suba","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.09"
"Suba","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.04"
"Suba","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.03"
"Suba","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.05"
"Suba","Students in Madrassa school as percent of school age children","Male","Rural","%","2006","0.01"
"Suba","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","869"
"Suba","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","9524"
"Suba","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","927"
"Suba","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","9374"
"Suba","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","1909"
"Suba","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","29143"
"Suba","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","2198"
"Suba","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","26892"
"Suba","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","443"
"Suba","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","5752"
"Suba","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","372"
"Suba","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","3378"
"Suba","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","52"
"Suba","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","478"
"Suba","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","69"
"Suba","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","303"
"Suba","No. of people over 3 years in University","Male","Urban","Number","2006","79"
"Suba","No. of people over 3 years in University","Male","Rural","Number","2006","249"
"Suba","No. of people over 3 years in University","Female","Urban","Number","2006","38"
"Suba","No. of people over 3 years in University","Female","Rural","Number","2006","65"
"Suba","Youth Polytechnic","Male","Urban","Number","2006","5"
"Suba","Youth Polytechnic","Male","Rural","Number","2006","107"
"Suba","Youth Polytechnic","Female","Urban","Number","2006","3"
"Suba","Youth Polytechnic","Female","Rural","Number","2006","37"
"Suba","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","3"
"Suba","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","19"
"Suba","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","1"
"Suba","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","21"
"Suba","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","3"
"Suba","Population","Male","Urban","Persons","2006","3360"
"Suba","Population","Male","Rural","Persons","2006","45275"
"Suba","Population","Female","Urban","Persons","2006","3608"
"Suba","Population","Female","Rural","Persons","2006","40070"
"Suba","Pre-primary school age children","Male","Urban","Number","2006","602"
"Suba","Pre-primary school age children","Male","Rural","Number","2006","7057"
"Suba","Pre-primary school age children","Female","Urban","Number","2006","673"
"Suba","Pre-primary school age children","Female","Rural","Number","2006","6937"
"Suba","Primary school age children","Male","Urban","Number","2006","1697"
"Suba","Primary school age children","Male","Rural","Number","2006","22807"
"Suba","Primary school age children","Female","Urban","Number","2006","1979"
"Suba","Primary school age children","Female","Rural","Number","2006","22368"
"Suba","Secondary School age children","Male","Urban","Number","2006","652"
"Suba","Secondary School age children","Male","Rural","Number","2006","9584"
"Suba","Secondary School age children","Female","Urban","Number","2006","825"
"Suba","Secondary School age children","Female","Rural","Number","2006","8985"
"Suba","School age children","Male","Urban","Number","2006","2951"
"Suba","School age children","Male","Rural","Number","2006","39448"
"Suba","School age children","Female","Urban","Number","2006","3477"
"Suba","School age children","Female","Rural","Number","2006","38290"
"Suba","Tertiary age population","Male","Urban","Number","2006","870"
"Suba","Tertiary age population","Male","Rural","Number","2006","9947"
"Suba","Tertiary age population","Female","Urban","Number","2006","1450"
"Suba","Tertiary age population","Female","Rural","Number","2006","10757"
"Suba","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","8001.8"
"Suba","% Attending School","Total","Total","%","2006","30.523132295"
"Kisii","Primary School Enrollment","Total","Total","Number","1970","84867"
"Kisii","Primary School Enrollment","Total","Total","Number","1971","93330"
"Kisii","Primary School Enrollment","Total","Total","Number","1972","99652"
"Kisii","Primary School Enrollment","Total","Total","Number","1973","115327"
"Kisii","Primary School Enrollment","Total","Total","Number","1974","212754"
"Kisii","Primary School Enrollment","Total","Total","Number","1975","237437"
"Kisii","Primary School Enrollment","Total","Total","Number","1976","224279"
"Kisii","Primary School Enrollment","Total","Total","Number","1977","207740"
"Kisii","Primary School Enrollment","Total","Total","Number","1978","186545"
"Kisii","Primary School Enrollment","Total","Total","Number","1979","271483"
"Kisii","Primary School Enrollment","Total","Total","Number","1980","266022"
"Kisii","Primary School Enrollment","Total","Total","Number","1981","257321"
"Kisii","Primary School Enrollment","Total","Total","Number","1982","269512"
"Kisii","Primary School Enrollment","Total","Total","Number","1983","267050"
"Kisii","Primary School Enrollment","Total","Total","Number","1984","269860"
"Kisii","Primary School Enrollment","Total","Total","Number","1985","285099"
"Kisii","Primary School Enrollment","Total","Total","Number","1986","294973"
"Kisii","Primary School Enrollment","Total","Total","Number","1987","302577"
"Kisii","Primary School Enrollment","Total","Total","Number","1988","302577"
"Kisii","Primary School Enrollment","Total","Total","Number","1989","325578"
"Kisii","Primary School Enrollment","Total","Total","Number","1990","216922"
"Kisii","Primary School Enrollment","Total","Total","Number","1991","212163"
"Kisii","Primary School Enrollment","Total","Total","Number","1992","227263"
"Kisii","Primary School Enrollment","Total","Total","Number","1993","236150"
"Kisii","Primary School Enrollment","Total","Total","Number","1994","244416"
"Kisii","Primary School Enrollment","Total","Total","Number","1995","226454"
"Kisii","Primary School Enrollment","Total","Total","Number","1996","224775"
"Kisii","Primary School Enrollment","Total","Total","Number","1997","239588"
"Kisii","Primary School Enrollment","Total","Total","Number","1998","152037"
"Kisii","Primary School Enrollment","Total","Total","Number","1999","133900"
"Kisii","Primary School Enrollment","Total","Total","Number","2000","120891"
"Kisii","Primary School Enrollment","Total","Total","Number","2001","119137"
"Kisii","Primary School Enrollment","Total","Total","Number","2002","111213"
"Kisii","Primary School Enrollment","Total","Total","Number","2003","137746"
"Kisii","Primary School Enrollment","Total","Total","Number","2004","135246"
"Kisii","Primary School Enrollment","Total","Total","Number","2005","130243"
"Kisii","Primary School Enrollment","Total","Total","Number","2006","122708"
"Kisii","Primary School Enrollment","Total","Total","Number","2007","273111"
"Kisii","Primary School Enrollment","Total","Total","Number","2008","285714"
"Kisii","Primary School Enrollment","Total","Total","Number","2009","289965"
"Kisii","Primary School Enrollment","Total","Total","Number","2010","301788"
"Kisii","Primary School Enrollment","Total","Total","Number","2011","308509"
"Kisii","Primary School Enrollment","Total","Total","Number","2012","314850"
"Kisii","Primary School Enrollment","Total","Total","Number","2013","318076"
"Kisii","Primary School Enrollment","Total","Total","Number","2014","321082"
"Kisii","Primary School Enrollment","Total","Total","Number","2015","316635"
"Kisii","Primary School Enrollment","Total","Total","Number","2016","325425"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2007","63499"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2008","71870"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2009","69772"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2010","78335"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2011","83752"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2012","90722"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2013","99697"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2014","110473"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2015","118594"
"Kisii","Secondary Schools Enrollment","Total","Total","Number","2016","119123"
"Kisii","School Net Attendance Ratio, Primary","Male","Total","%","2006","70.362115816"
"Kisii","School Net Attendance Ratio, Primary","Female","Total","%","2006","89.085839369"
"Kisii","School Net Attendance Ratio, Primary","Total","Total","Number","2006","118161.4"
"Kisii","School Net Attendance Ratio, Secondary","Male","Total","%","2006","19.717156289"
"Kisii","School Net Attendance Ratio, Secondary","Female","Total","%","2006","58.02381276"
"Kisii","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","48646"
"Kisii","Gross Attendance Ratio, Primary","Male","Total","%","2006","120"
"Kisii","Gross Attendance Ratio, Primary","Female","Total","%","2006","103"
"Kisii","Gross Attendance Ratio, Primary","Total","Total","Number","2006","118161.4"
"Kisii","Gross Attendance Ratio, Secondary","Male","Total","%","2006","49"
"Kisii","Gross Attendance Ratio, Secondary","Female","Total","%","2006","137"
"Kisii","Gross Attendance Ratio, Secondary","Total","Total","Number","2006","48646"
"Kisii","Population","Male","Total","Persons","2009","550247"
"Kisii","Population","Female","Total","Persons","2009","601651"
"Kisii","Population","Total","Total","Persons","2009","1151898"
"Kisii","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","27178.1"
"Kisii","% Attending School","Total","Total","%","2006","30.108064949"
"Gucha South","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","123.8"
"Gucha South","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","111.61"
"Gucha South","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","115.76"
"Gucha South","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","107.97"
"Gucha South","In school with Primary education as % of primary school age population","Male","Urban","%","2006","126.35"
"Gucha South","In school with Primary education as % of primary school age population","Male","Rural","%","2006","127.83"
"Gucha South","In school with Primary education as % of primary school age population","Female","Urban","%","2006","117.69"
"Gucha South","In school with Primary education as % of primary school age population","Female","Rural","%","2006","122.25"
"Gucha South","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","68.15"
"Gucha South","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","71.54"
"Gucha South","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","65.71"
"Gucha South","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","54.72"
"Gucha South","In school with Tertiary education as % of population","Male","Urban","%","2006","8.69"
"Gucha South","In school with Tertiary education as % of population","Male","Rural","%","2006","3.87"
"Gucha South","In school with Tertiary education as % of population","Female","Urban","%","2006","17.12"
"Gucha South","In school with Tertiary education as % of population","Female","Rural","%","2006","2.51"
"Gucha South","University students as % of population","Male","Urban","%","2006","6.39"
"Gucha South","University students as % of population","Male","Rural","%","2006","2.9"
"Gucha South","University students as % of population","Female","Urban","%","2006","1.93"
"Gucha South","University students as % of population","Female","Rural","%","2006","0.94"
"Gucha South","Youth Polytechnic students as percent of population","Male","Urban","%","2006","1.15"
"Gucha South","Youth Polytechnic students as percent of population","Male","Rural","%","2006","1.02"
"Gucha South","Youth Polytechnic students as percent of population","Female","Urban","%","2006","1.16"
"Gucha South","Youth Polytechnic students as percent of population","Female","Rural","%","2006","0.73"
"Gucha South","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.07"
"Gucha South","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.04"
"Gucha South","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.11"
"Gucha South","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.1"
"Gucha South","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","463"
"Gucha South","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","5865"
"Gucha South","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","448"
"Gucha South","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","5449"
"Gucha South","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","1755"
"Gucha South","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","21288"
"Gucha South","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","1603"
"Gucha South","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","20166"
"Gucha South","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","428"
"Gucha South","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","5086"
"Gucha South","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","410"
"Gucha South","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","3764"
"Gucha South","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","53"
"Gucha South","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","278"
"Gucha South","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","133"
"Gucha South","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","221"
"Gucha South","No. of people over 3 years in University","Male","Urban","Number","2006","39"
"Gucha South","No. of people over 3 years in University","Male","Rural","Number","2006","208"
"Gucha South","No. of people over 3 years in University","Female","Urban","Number","2006","15"
"Gucha South","No. of people over 3 years in University","Female","Rural","Number","2006","83"
"Gucha South","Youth Polytechnic","Male","Urban","Number","2006","7"
"Gucha South","Youth Polytechnic","Male","Rural","Number","2006","73"
"Gucha South","Youth Polytechnic","Female","Urban","Number","2006","9"
"Gucha South","Youth Polytechnic","Female","Rural","Number","2006","64"
"Gucha South","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","2"
"Gucha South","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","12"
"Gucha South","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","3"
"Gucha South","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","30"
"Gucha South","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","1"
"Gucha South","No. of people over 3 years in  Madrassa school","Female","Rural","Number","2006","1"
"Gucha South","Population","Male","Urban","Persons","2006","2747"
"Gucha South","Population","Male","Rural","Persons","2006","32811"
"Gucha South","Population","Female","Urban","Persons","2006","2621"
"Gucha South","Population","Female","Rural","Persons","2006","29778"
"Gucha South","Pre-primary school age children","Male","Urban","Number","2006","374"
"Gucha South","Pre-primary school age children","Male","Rural","Number","2006","5255"
"Gucha South","Pre-primary school age children","Female","Urban","Number","2006","387"
"Gucha South","Pre-primary school age children","Female","Rural","Number","2006","5047"
"Gucha South","Primary school age children","Male","Urban","Number","2006","1389"
"Gucha South","Primary school age children","Male","Rural","Number","2006","16654"
"Gucha South","Primary school age children","Female","Urban","Number","2006","1362"
"Gucha South","Primary school age children","Female","Rural","Number","2006","16496"
"Gucha South","Secondary School age children","Male","Urban","Number","2006","628"
"Gucha South","Secondary School age children","Male","Rural","Number","2006","7109"
"Gucha South","Secondary School age children","Female","Urban","Number","2006","624"
"Gucha South","Secondary School age children","Female","Rural","Number","2006","6879"
"Gucha South","School age children","Male","Urban","Number","2006","2391"
"Gucha South","School age children","Male","Rural","Number","2006","29018"
"Gucha South","School age children","Female","Urban","Number","2006","2373"
"Gucha South","School age children","Female","Rural","Number","2006","28422"
"Gucha South","Tertiary age population","Male","Urban","Number","2006","610"
"Gucha South","Tertiary age population","Male","Rural","Number","2006","7180"
"Gucha South","Tertiary age population","Female","Urban","Number","2006","777"
"Gucha South","Tertiary age population","Female","Rural","Number","2006","8796"
"Gucha","Primary School Enrollment","Total","Total","Number","1999","74597"
"Gucha","Primary School Enrollment","Total","Total","Number","2000","89136"
"Gucha","Primary School Enrollment","Total","Total","Number","2001","92961"
"Gucha","Primary School Enrollment","Total","Total","Number","2002","113995"
"Gucha","Primary School Enrollment","Total","Total","Number","2003","132451"
"Gucha","Primary School Enrollment","Total","Total","Number","2004","129828"
"Gucha","Primary School Enrollment","Total","Total","Number","2005","137292"
"Gucha","Primary School Enrollment","Total","Total","Number","2006","141883"
"Gucha","Primary School Enrollment","Total","Total","Number","2007","137124"
"Gucha","Primary School Enrollment","Total","Total","Number","2008","143451"
"Gucha","Primary School Enrollment","Total","Total","Number","2009","160335"
"Gucha","Primary School Enrollment","Total","Total","Number","2010","168186"
"Gucha","Primary School Enrollment","Total","Total","Number","2011","176732"
"Gucha","School Net Attendance Ratio, Primary","Male","Total","%","2006","76.710612591"
"Gucha","School Net Attendance Ratio, Primary","Female","Total","%","2006","84.455021807"
"Gucha","School Net Attendance Ratio, Primary","Total","Total","Number","2006","101872.6"
"Gucha","School Net Attendance Ratio, Secondary","Male","Total","%","2006","15.082062086"
"Gucha","School Net Attendance Ratio, Secondary","Female","Total","%","2006","21.987930338"
"Gucha","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","53591.7"
"Gucha","Gross Attendance Ratio, Primary","Male","Total","%","2006","139"
"Gucha","Gross Attendance Ratio, Primary","Female","Total","%","2006","140"
"Gucha","Gross Attendance Ratio, Primary","Total","Total","Number","2006","101872.6"
"Gucha","Gross Attendance Ratio, Secondary","Male","Total","%","2006","80"
"Gucha","Gross Attendance Ratio, Secondary","Female","Total","%","2006","91"
"Gucha","Gross Attendance Ratio, Secondary","Total","Total","Number","2006","53591.7"
"Gucha","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","126.24"
"Gucha","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","110.73"
"Gucha","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","134.05"
"Gucha","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","109.96"
"Gucha","In school with Primary education as % of primary school age population","Male","Urban","%","2006","119.01"
"Gucha","In school with Primary education as % of primary school age population","Male","Rural","%","2006","125.98"
"Gucha","In school with Primary education as % of primary school age population","Female","Urban","%","2006","116.61"
"Gucha","In school with Primary education as % of primary school age population","Female","Rural","%","2006","122.86"
"Gucha","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","96.2"
"Gucha","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","84.44"
"Gucha","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","75.8"
"Gucha","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","72.16"
"Gucha","In school with Tertiary education as % of population","Male","Urban","%","2006","8.68"
"Gucha","In school with Tertiary education as % of population","Male","Rural","%","2006","5.09"
"Gucha","In school with Tertiary education as % of population","Female","Urban","%","2006","8.23"
"Gucha","In school with Tertiary education as % of population","Female","Rural","%","2006","3.2"
"Gucha","University students as % of population","Male","Urban","%","2006","7.43"
"Gucha","University students as % of population","Male","Rural","%","2006","3.08"
"Gucha","University students as % of population","Female","Urban","%","2006","1.74"
"Gucha","University students as % of population","Female","Rural","%","2006","0.89"
"Gucha","Youth Polytechnic students as percent of population","Male","Urban","%","2006","1.25"
"Gucha","Youth Polytechnic students as percent of population","Male","Rural","%","2006","1"
"Gucha","Youth Polytechnic students as percent of population","Female","Urban","%","2006","0.52"
"Gucha","Youth Polytechnic students as percent of population","Female","Rural","%","2006","0.74"
"Gucha","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.03"
"Gucha","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.04"
"Gucha","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.09"
"Gucha","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.04"
"Gucha","Students in Madrassa school as percent of school age children","Female","Rural","%","2006","0.01"
"Gucha","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","1145"
"Gucha","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","13648"
"Gucha","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","1059"
"Gucha","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","13086"
"Gucha","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","3455"
"Gucha","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","52834"
"Gucha","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","3356"
"Gucha","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","50894"
"Gucha","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","1113"
"Gucha","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","15296"
"Gucha","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","927"
"Gucha","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","12960"
"Gucha","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","118"
"Gucha","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","872"
"Gucha","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","142"
"Gucha","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","686"
"Gucha","No. of people over 3 years in University","Male","Urban","Number","2006","101"
"Gucha","No. of people over 3 years in University","Male","Rural","Number","2006","527"
"Gucha","No. of people over 3 years in University","Female","Urban","Number","2006","30"
"Gucha","No. of people over 3 years in University","Female","Rural","Number","2006","191"
"Gucha","Youth Polytechnic","Male","Urban","Number","2006","17"
"Gucha","Youth Polytechnic","Male","Rural","Number","2006","171"
"Gucha","Youth Polytechnic","Female","Urban","Number","2006","9"
"Gucha","Youth Polytechnic","Female","Rural","Number","2006","159"
"Gucha","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","2"
"Gucha","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","31"
"Gucha","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","5"
"Gucha","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","35"
"Gucha","No. of people over 3 years in  Madrassa school","Female","Rural","Number","2006","4"
"Gucha","Population","Male","Urban","Persons","2006","5951"
"Gucha","Population","Male","Rural","Persons","2006","83379"
"Gucha","Population","Female","Urban","Persons","2006","5528"
"Gucha","Population","Female","Rural","Persons","2006","78015"
"Gucha","Pre-primary school age children","Male","Urban","Number","2006","907"
"Gucha","Pre-primary school age children","Male","Rural","Number","2006","12326"
"Gucha","Pre-primary school age children","Female","Urban","Number","2006","790"
"Gucha","Pre-primary school age children","Female","Rural","Number","2006","11901"
"Gucha","Primary school age children","Male","Urban","Number","2006","2903"
"Gucha","Primary school age children","Male","Rural","Number","2006","41937"
"Gucha","Primary school age children","Female","Urban","Number","2006","2878"
"Gucha","Primary school age children","Female","Rural","Number","2006","41426"
"Gucha","Secondary School age children","Male","Urban","Number","2006","1157"
"Gucha","Secondary School age children","Male","Rural","Number","2006","18114"
"Gucha","Secondary School age children","Female","Urban","Number","2006","1223"
"Gucha","Secondary School age children","Female","Rural","Number","2006","17960"
"Gucha","School age children","Male","Urban","Number","2006","4967"
"Gucha","School age children","Male","Rural","Number","2006","72377"
"Gucha","School age children","Female","Urban","Number","2006","4891"
"Gucha","School age children","Female","Rural","Number","2006","71287"
"Gucha","Tertiary age population","Male","Urban","Number","2006","1359"
"Gucha","Tertiary age population","Male","Rural","Number","2006","17123"
"Gucha","Tertiary age population","Female","Urban","Number","2006","1725"
"Gucha","Tertiary age population","Female","Rural","Number","2006","21423"
"Gucha","Proportion of Children (3-5 years) attending School","Total","Total","Number","2006","27763.8"
"Gucha","% Attending School","Total","Total","%","2006","28.4910567"
"Kisii Central","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","100.09"
"Kisii Central","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","90.96"
"Kisii Central","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","98.8"
"Kisii Central","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","89.95"
"Kisii Central","In school with Primary education as % of primary school age population","Male","Urban","%","2006","114.94"
"Kisii Central","In school with Primary education as % of primary school age population","Male","Rural","%","2006","127.86"
"Kisii Central","In school with Primary education as % of primary school age population","Female","Urban","%","2006","114.1"
"Kisii Central","In school with Primary education as % of primary school age population","Female","Rural","%","2006","123.47"
"Kisii Central","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","91.1"
